"transactionid";"customerid";"productid";"transactiondate";"quantity";"totalamount"
6404;1388;26;"2025-12-09 00:00:00";4;1628.28
6405;426;15;"2025-08-24 00:00:00";2;270.42
6406;1048;11;"2026-02-22 00:00:00";1;283.76
6407;1276;156;"2026-03-02 00:00:00";4;1346.68
6408;2281;47;"2025-10-12 00:00:00";2;881.74
6409;1447;264;"2026-03-06 00:00:00";5;104.8
6410;2067;240;"2026-01-01 00:00:00";3;1487.31
6411;2153;489;"2025-12-09 00:00:00";4;696.8
6412;258;39;"2025-08-11 00:00:00";5;1380.45
6413;1614;8;"2025-11-26 00:00:00";5;755.0
6414;836;207;"2026-02-13 00:00:00";5;1966.15
6415;2974;392;"2026-01-24 00:00:00";4;586.0
6416;408;206;"2025-12-07 00:00:00";2;20.84
6417;1703;464;"2025-08-05 00:00:00";3;1347.96
6418;2738;341;"2025-08-27 00:00:00";3;1342.26
6419;2924;133;"2025-07-05 00:00:00";4;1125.0
6420;2526;187;"2026-02-28 00:00:00";5;1925.75
6421;1160;1;"2025-08-14 00:00:00";2;525.02
6422;578;372;"2025-06-27 00:00:00";3;670.2
6423;1802;75;"2025-08-18 00:00:00";1;278.42
6424;1644;264;"2025-08-11 00:00:00";4;83.84
6425;1948;186;"2025-08-19 00:00:00";2;593.68
6426;802;66;"2025-10-23 00:00:00";1;443.7
6427;1658;332;"2025-08-17 00:00:00";2;391.78
6428;2307;152;"2025-08-22 00:00:00";5;1855.45
6429;1628;290;"2025-07-16 00:00:00";3;424.56
6430;1277;95;"2026-03-03 00:00:00";1;195.38
6431;2486;265;"2025-11-06 00:00:00";4;1936.64
6432;2595;343;"2025-12-24 00:00:00";3;320.07
6433;1165;213;"2026-03-22 00:00:00";3;968.82
6434;1572;109;"2025-09-01 00:00:00";3;1347.6
6435;671;428;"2025-10-15 00:00:00";3;1106.13
6436;1930;425;"2025-07-12 00:00:00";2;757.72
6437;608;291;"2025-08-10 00:00:00";5;42.1
6438;993;281;"2026-01-04 00:00:00";1;435.0
6439;146;343;"2026-03-19 00:00:00";4;426.76
6440;2143;479;"2026-02-08 00:00:00";3;466.71
6441;1585;244;"2025-06-29 00:00:00";2;646.2
6442;1857;419;"2026-03-19 00:00:00";1;155.96
6443;1989;448;"2025-09-09 00:00:00";3;768.33
6444;909;337;"2026-01-01 00:00:00";2;79.62
6445;661;421;"2025-06-09 00:00:00";3;957.66
6446;2193;66;"2025-06-29 00:00:00";1;443.7
6447;1120;111;"2026-03-26 00:00:00";1;352.18
6448;2180;60;"2026-01-19 00:00:00";1;259.04
6449;534;492;"2025-08-06 00:00:00";5;66.5
6450;2735;443;"2025-05-19 00:00:00";5;1124.85
6451;1885;190;"2025-05-13 00:00:00";5;2076.8
6452;1622;170;"2026-03-28 00:00:00";5;1364.95
6453;2868;223;"2025-04-17 00:00:00";5;1422.2
6454;2653;236;"2025-07-23 00:00:00";3;617.55
6455;1069;25;"2025-09-28 00:00:00";5;1420.75
6456;2851;127;"2025-09-10 00:00:00";2;623.3
6457;2972;251;"2025-07-09 00:00:00";3;92.52
6458;1820;380;"2025-08-10 00:00:00";3;64.92
6459;2203;249;"2026-04-05 00:00:00";4;996.52
6460;1596;156;"2025-12-18 00:00:00";3;1010.01
6461;1720;230;"2026-04-03 00:00:00";3;1317.66
6462;1595;118;"2025-06-30 00:00:00";4;1426.72
6463;348;169;"2026-01-25 00:00:00";1;219.61
6464;1943;109;"2025-06-27 00:00:00";4;1796.8
6465;12;184;"2026-03-20 00:00:00";3;991.14
6466;127;133;"2025-05-21 00:00:00";4;1125.0
6467;2698;133;"2026-03-22 00:00:00";5;1406.25
6468;2635;282;"2025-07-21 00:00:00";3;162.24
6469;2265;29;"2026-01-29 00:00:00";2;317.6
6470;2172;166;"2026-04-02 00:00:00";3;1162.92
6471;2942;382;"2025-09-07 00:00:00";5;1498.2
6472;2900;425;"2025-12-27 00:00:00";3;1136.58
6473;759;429;"2025-07-25 00:00:00";4;1577.48
6474;2992;285;"2025-12-02 00:00:00";5;2270.05
6475;2792;268;"2025-11-09 00:00:00";2;372.84
6476;2438;435;"2025-08-08 00:00:00";1;425.94
6477;395;225;"2025-05-16 00:00:00";1;30.49
6478;1135;16;"2025-07-17 00:00:00";4;1146.68
6479;2928;475;"2026-01-22 00:00:00";4;1194.0
6480;470;118;"2025-11-24 00:00:00";3;1070.04
6481;2358;32;"2025-09-25 00:00:00";3;1091.46
6482;590;194;"2025-05-14 00:00:00";3;875.04
6483;195;297;"2025-07-26 00:00:00";5;1082.85
6484;2814;244;"2026-01-21 00:00:00";4;1292.4
6485;1123;382;"2025-11-27 00:00:00";4;1198.56
6486;1500;430;"2025-11-10 00:00:00";3;1455.93
6487;1598;163;"2025-05-05 00:00:00";2;788.46
6488;2405;121;"2025-07-17 00:00:00";5;1475.8
6489;1062;78;"2025-11-21 00:00:00";2;880.74
6490;1001;71;"2025-12-15 00:00:00";2;829.46
6491;518;290;"2025-05-29 00:00:00";4;566.08
6492;2858;422;"2026-03-15 00:00:00";3;549.9
6493;2511;434;"2026-03-23 00:00:00";5;253.05
6494;582;101;"2026-02-05 00:00:00";3;269.76
6495;2943;245;"2025-06-12 00:00:00";4;453.0
6496;2728;54;"2025-05-14 00:00:00";2;878.12
6497;820;204;"2025-06-06 00:00:00";1;190.9
6498;2804;422;"2025-05-25 00:00:00";3;549.9
6499;2091;364;"2025-11-13 00:00:00";4;715.56
6500;1976;267;"2025-08-14 00:00:00";4;299.12
6501;90;84;"2025-10-14 00:00:00";3;739.65
6502;2354;194;"2025-05-17 00:00:00";3;875.04
6503;708;407;"2025-06-13 00:00:00";5;279.95
6504;1686;92;"2025-11-04 00:00:00";2;471.62
6505;467;442;"2026-03-04 00:00:00";3;539.7
6506;1664;24;"2025-05-07 00:00:00";5;2289.25
6507;1085;19;"2025-11-27 00:00:00";2;987.98
6508;2697;398;"2025-05-20 00:00:00";5;1132.25
6509;2297;387;"2026-03-22 00:00:00";1;467.24
6510;218;51;"2025-12-24 00:00:00";5;2070.9
6511;1456;172;"2025-09-16 00:00:00";4;21.44
6512;839;415;"2025-10-18 00:00:00";4;680.88
6513;2401;259;"2025-08-01 00:00:00";5;376.7
6514;1068;476;"2025-09-06 00:00:00";2;148.34
6515;1850;21;"2026-03-12 00:00:00";1;96.67
6516;2557;290;"2025-12-03 00:00:00";2;283.04
6517;2087;41;"2025-06-10 00:00:00";2;374.72
6518;801;127;"2025-10-14 00:00:00";2;623.3
6519;954;288;"2026-01-17 00:00:00";4;1659.08
6520;2803;440;"2025-04-10 00:00:00";4;1718.92
6521;1965;5;"2025-08-27 00:00:00";1;10.27
6522;315;325;"2025-12-25 00:00:00";3;650.7
6523;1015;384;"2025-08-31 00:00:00";5;863.8
6524;1086;62;"2025-07-20 00:00:00";2;501.36
6525;301;323;"2025-08-17 00:00:00";4;1323.16
6526;2201;143;"2025-05-26 00:00:00";4;338.72
6527;1560;264;"2025-08-01 00:00:00";1;20.96
6528;2600;167;"2025-08-02 00:00:00";3;894.3
6529;2458;47;"2025-07-05 00:00:00";5;2204.35
6530;2722;139;"2025-05-18 00:00:00";5;1371.35
6531;1940;61;"2025-07-19 00:00:00";1;10.36
6532;1497;276;"2025-06-07 00:00:00";2;318.48
6533;1227;154;"2026-02-07 00:00:00";2;806.78
6534;1942;478;"2026-03-05 00:00:00";5;1686.45
6535;468;151;"2025-10-31 00:00:00";2;502.18
6536;1035;360;"2025-07-17 00:00:00";2;452.5
6537;2987;374;"2025-11-23 00:00:00";2;309.94
6538;2712;192;"2025-10-10 00:00:00";3;874.89
6539;1430;280;"2025-06-22 00:00:00";1;457.48
6540;1638;448;"2026-01-09 00:00:00";1;256.11
6541;1109;454;"2025-05-03 00:00:00";2;169.5
6542;408;166;"2026-02-06 00:00:00";5;1938.2
6543;914;438;"2026-03-27 00:00:00";3;189.78
6544;776;249;"2025-11-12 00:00:00";2;498.26
6545;1437;393;"2025-04-06 00:00:00";5;1217.5
6546;1141;344;"2025-06-29 00:00:00";2;790.34
6547;905;101;"2025-05-04 00:00:00";4;359.68
6548;1517;39;"2025-10-15 00:00:00";3;828.27
6549;1517;386;"2026-02-09 00:00:00";1;306.26
6550;415;279;"2026-03-20 00:00:00";5;607.2
6551;2675;217;"2025-10-23 00:00:00";3;561.6
6552;817;76;"2025-04-11 00:00:00";2;218.74
6553;760;442;"2025-11-05 00:00:00";3;539.7
6554;91;256;"2025-12-09 00:00:00";3;517.5
6555;2336;288;"2025-08-11 00:00:00";2;829.54
6556;1282;322;"2026-04-01 00:00:00";3;326.91
6557;2468;253;"2025-11-09 00:00:00";5;1501.65
6558;1564;431;"2025-10-14 00:00:00";2;720.38
6559;552;336;"2025-10-21 00:00:00";1;30.73
6560;2974;422;"2026-02-23 00:00:00";1;183.3
6561;913;55;"2026-01-17 00:00:00";4;761.16
6562;2954;348;"2026-01-26 00:00:00";2;361.74
6563;477;58;"2026-01-29 00:00:00";2;208.08
6564;267;372;"2026-03-03 00:00:00";4;893.6
6565;976;113;"2025-06-11 00:00:00";5;1668.35
6566;885;337;"2025-07-19 00:00:00";2;79.62
6567;560;216;"2026-02-07 00:00:00";1;425.42
6568;2816;344;"2025-09-30 00:00:00";5;1975.85
6569;2970;459;"2026-03-19 00:00:00";5;701.2
6570;1907;344;"2026-03-17 00:00:00";1;395.17
6571;1169;70;"2025-05-15 00:00:00";3;389.73
6572;2663;378;"2025-05-21 00:00:00";3;370.05
6573;1737;372;"2025-06-10 00:00:00";4;893.6
6574;1541;288;"2025-10-25 00:00:00";4;1659.08
6575;1693;144;"2025-08-31 00:00:00";2;377.12
6576;2930;197;"2026-01-11 00:00:00";1;6.32
6577;164;255;"2025-07-16 00:00:00";4;1942.0
6578;2231;77;"2026-03-14 00:00:00";5;446.95
6579;2625;378;"2026-01-25 00:00:00";4;493.4
6580;1851;37;"2025-08-28 00:00:00";2;46.86
6581;1984;271;"2025-11-15 00:00:00";1;370.96
6582;569;390;"2025-09-23 00:00:00";1;248.91
6583;2776;145;"2026-03-22 00:00:00";4;357.88
6584;635;141;"2025-05-24 00:00:00";1;295.35
6585;1410;290;"2025-05-13 00:00:00";3;424.56
6586;206;315;"2025-12-19 00:00:00";5;1862.35
6587;1770;214;"2025-12-09 00:00:00";3;285.3
6588;1719;366;"2025-05-14 00:00:00";1;140.3
6589;2652;22;"2025-04-15 00:00:00";5;1693.95
6590;2612;316;"2025-04-06 00:00:00";4;1758.92
6591;1129;160;"2025-12-21 00:00:00";2;814.14
6592;133;38;"2025-12-19 00:00:00";1;274.65
6593;1464;165;"2025-08-02 00:00:00";2;869.1
6594;2411;19;"2025-10-19 00:00:00";3;1481.97
6595;1686;58;"2025-11-20 00:00:00";1;104.04
6596;317;147;"2025-08-08 00:00:00";1;298.79
6597;737;195;"2025-08-30 00:00:00";3;171.78
6598;1310;323;"2025-08-11 00:00:00";3;992.37
6599;480;88;"2025-12-16 00:00:00";3;793.05
6600;678;174;"2026-01-11 00:00:00";1;32.59
6601;40;183;"2025-07-11 00:00:00";1;467.3
6602;2540;163;"2025-11-29 00:00:00";4;1576.92
6603;183;133;"2026-01-14 00:00:00";3;843.75
6604;1530;210;"2026-02-17 00:00:00";1;463.74
6605;1840;273;"2026-03-14 00:00:00";3;993.18
6606;941;238;"2025-05-07 00:00:00";2;475.64
6607;832;384;"2025-10-08 00:00:00";1;172.76
6608;2318;459;"2026-03-02 00:00:00";2;280.48
6609;410;313;"2025-07-25 00:00:00";3;497.88
6610;1904;363;"2025-05-11 00:00:00";1;462.46
6611;440;302;"2026-01-27 00:00:00";3;1269.12
6612;1479;139;"2025-10-22 00:00:00";4;1097.08
6613;2799;395;"2026-02-19 00:00:00";2;773.44
6614;768;384;"2026-03-01 00:00:00";4;691.04
6615;1257;132;"2025-08-06 00:00:00";3;788.4
6616;377;167;"2025-09-13 00:00:00";5;1490.5
6617;393;426;"2026-03-30 00:00:00";4;1629.32
6618;1856;154;"2025-05-15 00:00:00";3;1210.17
6619;2063;171;"2025-09-09 00:00:00";5;184.9
6620;2050;197;"2026-02-03 00:00:00";3;18.96
6621;2535;305;"2025-04-09 00:00:00";5;1517.2
6622;1874;148;"2025-04-08 00:00:00";3;528.6
6623;2231;337;"2026-02-02 00:00:00";2;79.62
6624;2487;362;"2025-07-28 00:00:00";5;1108.2
6625;2697;281;"2026-03-23 00:00:00";1;435.0
6626;2685;295;"2026-01-01 00:00:00";3;1495.86
6627;1389;366;"2025-12-27 00:00:00";2;280.6
6628;529;46;"2025-06-12 00:00:00";4;1290.32
6629;2522;288;"2025-12-13 00:00:00";5;2073.85
6630;928;387;"2025-08-16 00:00:00";4;1868.96
6631;375;80;"2025-08-08 00:00:00";4;309.84
6632;705;312;"2025-04-29 00:00:00";5;795.3
6633;2769;500;"2025-09-14 00:00:00";2;519.7
6634;1398;390;"2025-05-22 00:00:00";1;248.91
6635;938;340;"2026-03-02 00:00:00";1;281.5
6636;1279;200;"2025-04-28 00:00:00";3;1030.32
6637;2185;207;"2025-05-04 00:00:00";3;1179.69
6638;696;226;"2025-10-10 00:00:00";2;132.9
6639;847;104;"2025-11-10 00:00:00";4;1116.56
6640;2599;405;"2025-08-29 00:00:00";4;1395.16
6641;2616;246;"2025-06-23 00:00:00";3;749.4
6642;2145;465;"2025-12-17 00:00:00";2;939.54
6643;371;458;"2025-05-01 00:00:00";2;85.06
6644;2803;460;"2025-07-01 00:00:00";3;506.46
6645;1872;381;"2025-12-23 00:00:00";3;710.04
6646;598;169;"2026-03-10 00:00:00";2;439.22
6647;2662;79;"2025-05-03 00:00:00";1;336.54
6648;2996;60;"2025-07-31 00:00:00";1;259.04
6649;13;27;"2025-12-21 00:00:00";3;481.14
6650;909;430;"2025-12-14 00:00:00";5;2426.55
6651;172;270;"2025-10-26 00:00:00";2;414.3
6652;556;180;"2025-11-03 00:00:00";4;1341.28
6653;1538;494;"2025-05-18 00:00:00";2;253.82
6654;484;422;"2025-07-05 00:00:00";5;916.5
6655;2076;169;"2025-04-09 00:00:00";4;878.44
6656;989;199;"2025-04-17 00:00:00";2;25.42
6657;1454;186;"2025-09-08 00:00:00";1;296.84
6658;1425;436;"2025-11-12 00:00:00";2;744.28
6659;2378;15;"2025-10-13 00:00:00";2;270.42
6660;466;464;"2025-11-15 00:00:00";5;2246.6
6661;116;98;"2026-02-07 00:00:00";4;118.6
6662;2734;99;"2026-01-21 00:00:00";3;571.53
6663;104;252;"2025-11-26 00:00:00";1;387.13
6664;534;340;"2025-10-14 00:00:00";3;844.5
6665;2348;366;"2025-06-11 00:00:00";2;280.6
6666;1793;189;"2025-12-17 00:00:00";2;557.2
6667;1375;42;"2026-03-11 00:00:00";2;949.44
6668;2194;47;"2026-03-08 00:00:00";5;2204.35
6669;1174;150;"2026-02-28 00:00:00";2;352.2
6670;2403;209;"2025-09-04 00:00:00";2;438.06
6671;1523;208;"2025-09-03 00:00:00";3;1128.45
6672;2053;388;"2025-10-07 00:00:00";1;251.89
6673;109;387;"2026-03-22 00:00:00";2;934.48
6674;2224;307;"2025-05-13 00:00:00";3;1189.11
6675;2432;371;"2026-01-03 00:00:00";2;855.22
6676;775;395;"2025-05-25 00:00:00";1;386.72
6677;1606;432;"2025-12-25 00:00:00";4;48.96
6678;277;311;"2025-05-01 00:00:00";3;210.36
6679;2968;35;"2025-05-05 00:00:00";4;170.56
6680;2377;42;"2025-10-09 00:00:00";3;1424.16
6681;2740;454;"2025-09-24 00:00:00";1;84.75
6682;2806;261;"2025-08-15 00:00:00";2;539.34
6683;293;21;"2025-12-19 00:00:00";2;193.34
6684;2429;300;"2025-10-29 00:00:00";3;587.91
6685;188;220;"2025-09-23 00:00:00";4;137.0
6686;2080;82;"2026-02-20 00:00:00";1;19.91
6687;1157;195;"2026-01-17 00:00:00";1;57.26
6688;1792;311;"2025-08-12 00:00:00";3;210.36
6689;2794;246;"2025-04-25 00:00:00";1;249.8
6690;522;335;"2026-03-25 00:00:00";1;392.74
6691;596;214;"2025-07-23 00:00:00";1;95.1
6692;1341;134;"2025-06-29 00:00:00";2;395.04
6693;1457;3;"2026-02-05 00:00:00";4;945.76
6694;282;304;"2025-07-21 00:00:00";1;86.75
6695;1909;112;"2025-11-05 00:00:00";5;1740.9
6696;61;300;"2026-01-07 00:00:00";3;587.91
6697;298;462;"2025-05-16 00:00:00";4;46.52
6698;997;454;"2025-12-31 00:00:00";1;84.75
6699;1901;466;"2025-05-13 00:00:00";3;472.41
6700;2749;292;"2025-08-02 00:00:00";1;235.81
6701;1020;347;"2025-08-06 00:00:00";5;1901.8
6702;2122;467;"2025-11-01 00:00:00";2;144.68
6703;1869;41;"2025-04-11 00:00:00";5;936.8
6704;916;198;"2025-05-20 00:00:00";4;1236.16
6705;1749;13;"2025-06-04 00:00:00";4;1404.36
6706;2187;353;"2025-04-23 00:00:00";1;309.18
6707;2453;133;"2025-05-25 00:00:00";3;843.75
6708;2845;42;"2025-06-11 00:00:00";4;1898.88
6709;2374;477;"2026-04-05 00:00:00";1;341.75
6710;785;319;"2025-12-12 00:00:00";3;994.44
6711;420;305;"2026-01-05 00:00:00";4;1213.76
6712;95;113;"2025-04-16 00:00:00";2;667.34
6713;271;294;"2026-01-27 00:00:00";5;34.55
6714;2009;40;"2025-12-27 00:00:00";1;322.58
6715;704;154;"2026-03-12 00:00:00";2;806.78
6716;487;160;"2025-05-06 00:00:00";2;814.14
6717;1055;401;"2025-09-26 00:00:00";2;66.76
6718;2401;184;"2025-12-29 00:00:00";2;660.76
6719;1290;225;"2026-01-07 00:00:00";4;121.96
6720;253;254;"2025-12-10 00:00:00";3;360.51
6721;1084;383;"2025-07-30 00:00:00";4;671.84
6722;340;298;"2026-02-12 00:00:00";1;225.09
6723;559;445;"2025-06-05 00:00:00";2;25.5
6724;2722;53;"2025-10-16 00:00:00";1;245.55
6725;2987;311;"2025-05-08 00:00:00";3;210.36
6726;2863;196;"2025-11-24 00:00:00";3;56.49
6727;1770;7;"2025-08-11 00:00:00";1;287.18
6728;1686;67;"2025-06-25 00:00:00";3;610.41
6729;810;14;"2026-01-26 00:00:00";1;399.01
6730;126;138;"2025-08-08 00:00:00";2;882.62
6731;2791;393;"2026-01-05 00:00:00";1;243.5
6732;235;197;"2025-06-28 00:00:00";2;12.64
6733;1644;299;"2025-12-06 00:00:00";1;11.31
6734;932;399;"2026-02-14 00:00:00";5;106.25
6735;1196;32;"2025-10-02 00:00:00";5;1819.1
6736;2514;460;"2025-04-27 00:00:00";4;675.28
6737;1245;173;"2025-11-20 00:00:00";2;527.38
6738;2129;376;"2026-01-11 00:00:00";3;332.82
6739;2731;404;"2026-03-18 00:00:00";2;325.84
6740;135;145;"2026-03-05 00:00:00";3;268.41
6741;2083;415;"2026-01-29 00:00:00";1;170.22
6742;1546;160;"2026-01-12 00:00:00";5;2035.35
6743;254;301;"2026-01-01 00:00:00";2;185.16
6744;2133;416;"2025-06-10 00:00:00";5;1697.5
6745;2355;152;"2026-03-09 00:00:00";3;1113.27
6746;395;6;"2025-09-11 00:00:00";2;740.62
6747;2185;423;"2025-08-10 00:00:00";2;838.98
6748;1327;417;"2026-03-02 00:00:00";4;1597.2
6749;2671;238;"2025-11-30 00:00:00";3;713.46
6750;1083;117;"2025-07-08 00:00:00";4;142.44
6751;2936;190;"2025-11-19 00:00:00";3;1246.08
6752;573;258;"2026-01-15 00:00:00";3;912.72
6753;2369;436;"2025-09-27 00:00:00";3;1116.42
6754;360;237;"2025-05-03 00:00:00";2;313.54
6755;2044;403;"2026-03-26 00:00:00";3;831.96
6756;2930;403;"2025-11-17 00:00:00";4;1109.28
6757;734;252;"2025-04-15 00:00:00";4;1548.52
6758;1543;310;"2026-01-24 00:00:00";5;84.45
6759;2413;377;"2025-08-12 00:00:00";5;802.8
6760;1288;62;"2026-01-10 00:00:00";1;250.68
6761;2297;480;"2025-12-28 00:00:00";5;425.3
6762;928;290;"2025-07-20 00:00:00";4;566.08
6763;2091;235;"2025-08-12 00:00:00";1;309.05
6764;1757;435;"2026-01-13 00:00:00";5;2129.7
6765;2782;390;"2025-08-11 00:00:00";2;497.82
6766;2298;447;"2026-03-18 00:00:00";5;2445.3
6767;2722;148;"2026-01-27 00:00:00";1;176.2
6768;2056;64;"2025-05-19 00:00:00";2;40.16
6769;1292;335;"2026-01-10 00:00:00";4;1570.96
6770;2913;139;"2026-03-12 00:00:00";2;548.54
6771;2723;15;"2025-09-17 00:00:00";3;405.63
6772;476;262;"2026-01-28 00:00:00";5;2261.65
6773;2690;10;"2025-08-12 00:00:00";2;852.0
6774;2388;1;"2025-04-12 00:00:00";1;262.51
6775;777;151;"2025-12-10 00:00:00";3;753.27
6776;1617;425;"2025-12-16 00:00:00";3;1136.58
6777;793;343;"2025-08-15 00:00:00";3;320.07
6778;2712;290;"2025-04-18 00:00:00";2;283.04
6779;319;324;"2025-10-17 00:00:00";5;1097.95
6780;434;271;"2025-11-27 00:00:00";2;741.92
6781;1864;280;"2026-03-25 00:00:00";2;914.96
6782;1069;324;"2026-02-18 00:00:00";4;878.36
6783;2895;396;"2025-11-16 00:00:00";3;1329.6
6784;1678;179;"2025-06-26 00:00:00";3;228.45
6785;15;30;"2025-11-06 00:00:00";5;283.35
6786;809;1;"2026-02-12 00:00:00";5;1312.55
6787;1531;211;"2025-10-15 00:00:00";1;318.63
6788;142;146;"2026-02-06 00:00:00";3;708.93
6789;628;448;"2025-08-28 00:00:00";3;768.33
6790;1411;469;"2026-04-05 00:00:00";1;5.1
6791;2878;85;"2025-06-26 00:00:00";4;1677.68
6792;1036;358;"2025-10-03 00:00:00";3;1132.05
6793;2204;294;"2025-05-31 00:00:00";5;34.55
6794;1290;387;"2025-09-18 00:00:00";4;1868.96
6795;1618;446;"2025-08-17 00:00:00";5;1627.8
6796;35;405;"2025-11-18 00:00:00";2;697.58
6797;2271;78;"2025-07-10 00:00:00";1;440.37
6798;937;283;"2025-12-23 00:00:00";5;2283.55
6799;87;80;"2025-04-24 00:00:00";1;77.46
6800;736;439;"2025-09-08 00:00:00";5;2431.5
6801;1423;238;"2025-11-12 00:00:00";2;475.64
6802;890;140;"2026-03-03 00:00:00";2;925.1
6803;214;62;"2025-09-08 00:00:00";4;1002.72
6804;586;128;"2025-11-07 00:00:00";5;1685.3
6805;1100;258;"2025-08-16 00:00:00";5;1521.2
6806;881;406;"2025-07-10 00:00:00";1;147.49
6807;1323;377;"2025-05-31 00:00:00";1;160.56
6808;1894;340;"2026-01-19 00:00:00";1;281.5
6809;2846;468;"2025-11-04 00:00:00";1;183.81
6810;537;404;"2026-03-07 00:00:00";3;488.76
6811;1739;267;"2025-04-29 00:00:00";2;149.56
6812;2578;487;"2026-01-26 00:00:00";3;620.25
6813;666;54;"2026-02-28 00:00:00";4;1756.24
6814;1426;337;"2025-05-07 00:00:00";5;199.05
6815;568;478;"2026-02-08 00:00:00";2;674.58
6816;1043;206;"2025-10-30 00:00:00";2;20.84
6817;2865;120;"2025-06-27 00:00:00";3;688.71
6818;716;257;"2026-02-25 00:00:00";4;600.08
6819;2831;241;"2025-10-22 00:00:00";5;142.6
6820;2309;358;"2025-10-07 00:00:00";5;1886.75
6821;2560;482;"2025-05-08 00:00:00";2;443.92
6822;979;207;"2025-07-14 00:00:00";1;393.23
6823;589;217;"2025-11-18 00:00:00";1;187.2
6824;294;52;"2025-05-31 00:00:00";3;444.39
6825;1694;112;"2025-10-01 00:00:00";3;1044.54
6826;1805;358;"2025-04-29 00:00:00";5;1886.75
6827;1579;329;"2025-09-10 00:00:00";2;801.12
6828;2474;269;"2025-09-30 00:00:00";3;317.52
6829;755;475;"2025-08-11 00:00:00";3;895.5
6830;800;314;"2025-06-05 00:00:00";2;866.44
6831;192;272;"2025-11-28 00:00:00";4;1876.96
6832;2787;32;"2025-04-19 00:00:00";3;1091.46
6833;940;498;"2025-06-19 00:00:00";1;221.4
6834;2304;408;"2025-11-25 00:00:00";5;439.75
6835;1998;242;"2025-11-19 00:00:00";4;844.72
6836;1004;334;"2026-03-21 00:00:00";3;79.02
6837;1598;147;"2026-03-10 00:00:00";3;896.37
6838;337;92;"2025-05-06 00:00:00";3;707.43
6839;1363;418;"2026-02-13 00:00:00";4;415.56
6840;2017;242;"2026-02-26 00:00:00";1;211.18
6841;598;372;"2026-02-10 00:00:00";5;1117.0
6842;1013;253;"2026-03-09 00:00:00";2;600.66
6843;1582;215;"2025-09-15 00:00:00";3;323.82
6844;1538;51;"2025-12-04 00:00:00";2;828.36
6845;1758;360;"2025-12-03 00:00:00";3;678.75
6846;2784;158;"2025-04-27 00:00:00";1;469.13
6847;446;62;"2026-01-14 00:00:00";4;1002.72
6848;2179;441;"2026-01-13 00:00:00";4;566.96
6849;2007;223;"2026-02-19 00:00:00";1;284.44
6850;2419;376;"2025-12-05 00:00:00";5;554.7
6851;1604;309;"2026-01-26 00:00:00";3;419.76
6852;2528;57;"2025-06-21 00:00:00";3;588.15
6853;1686;476;"2025-08-07 00:00:00";3;222.51
6854;2868;70;"2025-07-31 00:00:00";4;519.64
6855;2469;383;"2025-04-13 00:00:00";3;503.88
6856;2563;475;"2025-04-15 00:00:00";4;1194.0
6857;1883;438;"2026-02-05 00:00:00";2;126.52
6858;1765;368;"2025-04-08 00:00:00";5;353.85
6859;1582;334;"2026-01-24 00:00:00";3;79.02
6860;2380;283;"2026-02-06 00:00:00";5;2283.55
6861;37;23;"2025-11-25 00:00:00";2;305.26
6862;2985;86;"2025-07-30 00:00:00";4;881.56
6863;1923;37;"2025-08-23 00:00:00";2;46.86
6864;1719;339;"2025-09-02 00:00:00";2;553.38
6865;172;107;"2025-07-20 00:00:00";3;173.1
6866;978;286;"2025-10-27 00:00:00";4;1537.48
6867;188;21;"2025-09-10 00:00:00";4;386.68
6868;481;187;"2026-02-18 00:00:00";2;770.3
6869;1083;116;"2026-04-06 00:00:00";4;1823.28
6870;1004;424;"2025-12-16 00:00:00";5;1119.75
6871;1975;277;"2025-10-01 00:00:00";2;457.14
6872;153;259;"2026-03-11 00:00:00";5;376.7
6873;163;312;"2026-01-14 00:00:00";5;795.3
6874;1957;63;"2026-03-24 00:00:00";2;800.34
6875;1338;488;"2026-04-03 00:00:00";2;52.64
6876;600;418;"2025-10-03 00:00:00";2;207.78
6877;304;462;"2025-09-20 00:00:00";1;11.63
6878;1678;210;"2026-03-08 00:00:00";2;927.48
6879;2910;434;"2025-09-04 00:00:00";3;151.83
6880;2167;399;"2025-10-15 00:00:00";5;106.25
6881;1339;486;"2026-01-08 00:00:00";2;33.44
6882;1484;494;"2025-12-08 00:00:00";3;380.73
6883;602;407;"2025-06-13 00:00:00";4;223.96
6884;983;79;"2026-01-07 00:00:00";1;336.54
6885;2333;490;"2025-08-01 00:00:00";1;288.09
6886;2443;398;"2025-06-15 00:00:00";3;679.35
6887;2412;31;"2026-03-23 00:00:00";5;1620.1
6888;1424;109;"2025-06-18 00:00:00";2;898.4
6889;2623;191;"2025-05-20 00:00:00";2;237.34
6890;1605;475;"2025-06-19 00:00:00";4;1194.0
6891;1107;219;"2025-12-07 00:00:00";3;756.9
6892;1028;223;"2026-03-29 00:00:00";3;853.32
6893;552;26;"2026-01-06 00:00:00";4;1628.28
6894;2235;81;"2025-12-26 00:00:00";5;1525.0
6895;2934;92;"2026-03-07 00:00:00";3;707.43
6896;1606;273;"2025-07-12 00:00:00";5;1655.3
6897;2729;11;"2025-08-25 00:00:00";3;851.28
6898;824;400;"2025-04-15 00:00:00";1;218.08
6899;1875;29;"2025-06-06 00:00:00";1;158.8
6900;2000;489;"2026-02-20 00:00:00";5;871.0
6901;1239;152;"2025-06-01 00:00:00";2;742.18
6902;1273;144;"2025-06-19 00:00:00";3;565.68
